
226,285,1000,310
226,291,1000,717
226,299,2000,238
252,276,3000,487
252,299,3000,104
261,264,3000,224
261,270,3000,229
261,282,1000,612
261,291,1000,667
261,299,2000,457
263,276,1000,296
263,282,2000,22
263,285,3000,200
264,281,2000,114
264,283,1000,143
270,285,3000,602
270,287,1000,90
281,291,1000,168
282,291,2000,422
282,297,1000,333
283,292,1000,790
283,294,3000,640
285,287,1000,287
285,291,3000,45
285,292,2000,80
287,294,1000,195
287,297,2000,922
291,292,1000,827
292,299,2000,495
297,299,2000,232
